"id";"prec";"hfp";"forest";"area";"bioreg";"Var1";"Var2";"Ss";"Ce";"Cc";"Vv"
"251";535,441666666667;6,9047619047619;0,409549451941353;21,3848412374102;"2";3329,73946793849;2046,77268397628;13;11;19;11
"252";518,942307692308;4,55263157894737;0,530132838220407;34,2293360767743;"3";3268,66530392624;2026,7567150421;88;39;25;24
"253";522,654761904762;5,51111111111111;0,267025995082685;14,8403638598701;"2";3318,78194894105;2045,3527294529;240;66;16;5
"254";425,348901098901;10,3787878787879;0,294517146889487;20,341959182049;"2";3238,28605440421;2079,65946057523;43;5;33;45
"255";437,125;7,72727272727273;0,409798224306542;10,4535806285345;"2";3241,43214057789;2078,74362087218;23;0;16;15
"256";423,692307692308;10,875;0,072649776091566;17,1880990739253;"3";3217,74071038465;2045,90214729803;20;0;14;19
"257";469,506921517945;9,25489688493565;0,577706740307795;211,069287599721;"2";3258,46209287716;2050,28696371676;462;231;156;134
"258";450,684027777778;11,0340909090909;0,387495922219045;15,0536658482538;"2";3247,22364678076;2101,86144215212;28;0;37;9
"259";397,454545454545;12,4761904761905;0,261715552059424;21,1063999045878;"3";3215,67700540674;2056,91063201224;8;0;25;16
"260";571,892857142857;6,6;0,413283604234656;16,7649758306446;"2";3293,48719996664;2072,73614826035;35;16;9;10
"261";543,432835820896;3,72727272727273;0,749724694870148;43,588;"2";3298,54624938552;2057,50568867254;0;0;0;0
"262";462,307692307692;8,77777777777778;0,331668798238612;8,40921245878579;"2";3247,72505007262;2062,61869369991;20;9;12;11
"263";399,261259278122;5,62484310070517;0,404419878635422;94,118529813097;"3";3212,79117631405;2079,49235488524;208;57;82;83
"264";566,7;2;0,48501282944344;12,259604816769;"2";3223,8167722615;2107,91633710679;21;0;14;0
"265";626,575694444444;1,86150983519405;0,74179406352692;42,2114774775514;"2";3220,30174540621;2106,03743382767;76;2;26;40
"266";424,463235294118;4,69047619047619;0,393124322460454;26,2488078673918;"2";3230,75652921255;2088,05541601559;43;3;30;10
"267";400,04347826087;7;0,115648402543941;13,2471267831784;"3";3221,71283796156;2069,78619937396;25;4;15;29
"268";538,936052754435;4,17487922705314;0,646645525746594;148,614130498296;"2";3309,24629112508;2053,59557985521;261;306;96;108
"269";389,09756097561;11,8;0,062948567027555;25,3143285115858;"3";3190,78045246896;2068,87702147725;174;0;48;54
"270";630,910381836945;3,5734616873065;0,54227875969823;168,348624166819;"2";3317,94628668642;2013,16792779999;169;490;40;124
"271";610,791666666667;2,9375;0,365895797775011;15,7519910197493;"2";3319,25528224469;2023,36975303247;35;88;13;5
"272";414,793103448276;26,3055555555556;0,09723899268393;38,0711852645641;"3";3204,93879179264;2038,30242770519;50;0;13;300
